since_value,days_on_site,amenities,age_in_years,bathrooms,cellars,num_floors,monthly_fee,apartments_per_floor,parking_lots,floor_situated,num_bedrooms,m2,universo_act_legislativas,universo_agricultura,universo_alojamiento_alimentos_y_bebidas,universo_comercio_mayoreo,universo_comercio_al_por_menor,universo_construccion,universo_corporativos,universo_electricidad_agua_y_gas,universo_ind_manofactura,universo_inf_medios_masivos,universo_mineria,universo_servicios_excepto_gubernamentales,universo_servicios_cientificos,universo_servicios_educacion,universo_servicios_financieros_y_seguros,universo_servicios_inmobiliarios_y_alquiler,universo_servicios_negocios,universo_servicios_recreativos,universo_servicios_salud,universo_transporte_correos_y_almacenamiento,delitos_contra_patrimonio,delitos_contra_familia,delitos_contra_libertad_personal,delitos_contra_seguridad_sexual,delitos_contra_la_sociedad,delitos_contra_la_vida_y_la_integridad_corporal,delitos_contra_otros_bienes_juridicos,total,pobtot,pobfem,pobmas,población de 15 años o más analfabeta,población de 6 a 14 años que no asiste a la escuela,población de 15 años y más con educación básica incompleta,población sin derechohabiencia a servicios de salud,viviendas con piso de tierra,viviendas que no disponen de excusado o sanitario,viviendas que no disponen de agua entubada de la red pública,viviendas que no disponen de drenaje,viviendas que no disponen de energía eléctrica,viviendas que no disponen de lavadora,viviendas que no disponen de refrigerador,irs,lugar_que_ocupa_en_el_contexto_nacional,distancia_al_metro_mas_cercano,department_type_loft,price_square_meter
11,330,3.0,0,2,0.0,0.0,0,0.0,2,0.0,1,158.0,2,0,113,20,93,4,0,0,23,8,0,62,82,14,30,23,35,8,43,7,1756,326,17,184,66,107,793,3249,4740,2342,2386,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,203.40431960477,0,43670.8860759494
3,90,7.0,0,3,0.0,0.0,0,0.0,2,0.0,3,284.0,2,0,46,16,783,0,0,0,16,3,0,92,0,9,0,3,6,4,4,1,1756,326,17,184,66,107,793,3249,21714,11535,10176,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,314.19573036481574,0,44718.3098591549
2,60,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,185.0,6,0,21,0,26,0,0,0,3,5,0,9,0,7,15,0,2,4,4,0,1756,326,17,184,66,107,793,3249,1168,632,536,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,344.02070540807483,0,37709.9945945946
2,730,0.0,0,2,1.0,3.0,0,2.0,2,1.0,2,143.0,0,0,61,5,54,3,0,1,10,2,0,29,43,11,4,13,8,6,23,1,1756,326,17,184,66,107,793,3249,3104,1504,1598,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,703.5991352304985,0,83916.0839160839
48,48,2.0,0,2,0.0,0.0,0,0.0,2,0.0,2,83.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,734.7377183589908,1,64620.3012048193
10,300,0.0,0,2,0.0,0.0,0,0.0,1,0.0,3,191.0,4,0,52,9,55,6,0,2,11,1,0,32,40,12,12,3,14,3,28,5,1756,326,17,184,66,107,793,3249,4008,2018,1990,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,319.44922453971606,0,4712.04188481675
7,7,0.0,0,2,0.0,0.0,0,0.0,2,0.0,2,74.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7483397258183,0,57159.8243243243
35,35,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,87.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,459.0003242371344,0,56365.1609195402
2,60,5.0,0,2,0.0,0.0,0,0.0,1,0.0,3,93.0,0,0,38,13,57,3,0,0,14,0,0,45,24,3,5,2,12,1,25,1,1756,326,17,184,66,107,793,3249,6262,3220,3042,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,124.27012910183278,0,45053.7634408602
5,150,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,99.0,0,0,38,13,57,3,0,0,14,0,0,45,24,3,5,2,12,1,25,1,1756,326,17,184,66,107,793,3249,6262,3220,3042,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,274.6554888103298,0,41414.1414141414
4,120,3.0,0,1,0.0,0.0,0,0.0,1,0.0,1,39.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,123.15766934629728,0,90176.5128205128
7,7,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,91.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,56538.4615384615
7,7,0.0,0,3,0.0,0.0,0,0.0,1,0.0,2,122.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,68852.4590163934
11,11,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,126.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.1143306467764,0,55523.9523809524
11,330,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,64.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,550.3617031027987,0,68265.625
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,74.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,59717.5675675676
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,78.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,633.9445128654907,0,59134.1282051282
8,8,0.0,0,1,1.0,1.0,0,0.0,1,0.0,1,37.0,2,0,78,17,61,3,0,0,9,5,0,44,51,11,26,10,16,6,24,2,1756,326,17,184,66,107,793,3249,1802,922,871,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,607.3053721447179,0,75464.0540540541
2,60,0.0,0,4,0.0,0.0,0,0.0,1,0.0,3,150.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.070595687128,0,71666.6666666667
5,150,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,104.0,0,0,36,11,41,5,0,0,4,1,0,33,22,5,20,4,9,3,129,1,716,134,10,37,12,53,257,1219,10600,5630,4956,0.8,5.5,10.9,19.2,0.2,1.6,0.1,0.1,0.0,12.4,3.9,-1.27743,106.488,738.28208163554,0,54807.6923076923
4,120,6.0,0,3,0.0,0.0,0,0.0,2,0.0,3,140.0,6,0,21,0,26,0,0,0,3,5,0,9,0,7,15,0,2,4,4,0,1756,326,17,184,66,107,793,3249,1168,632,536,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,313.83704104648666,0,62189.7357142857
39,39,0.0,0,1,1.0,6.0,0,0.0,1,0.0,2,63.0,2,0,78,17,61,3,0,0,9,5,0,44,51,11,26,10,16,6,24,2,1756,326,17,184,66,107,793,3249,1802,922,871,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,607.3053721447179,0,75777.7777777778
35,35,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,136.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,290.2827690828135,0,54033.9926470588
4,120,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,83.0,0,0,38,13,57,3,0,0,14,0,0,45,24,3,5,2,12,1,25,1,1756,326,17,184,66,107,793,3249,6262,3220,3042,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,269.4351690578368,0,46867.4698795181
4,120,0.0,0,2,0.0,2.0,0,0.0,1,0.0,2,78.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,757.7203238280855,0,60256.4102564103
56,56,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,74.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,634.5934029800742,0,60021.2162162162
5,150,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,113.0,1,0,36,19,39,6,0,0,4,7,0,24,52,9,12,3,13,1,186,6,1756,326,17,184,66,107,793,3249,3348,1710,1638,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,469.2401850433086,0,53097.3451327434
10,300,0.0,0,2,0.0,0.0,0,0.0,2,0.0,2,166.0,3,0,95,31,167,2,1,0,15,3,0,72,81,14,26,16,15,7,135,8,1756,326,17,184,66,107,793,3249,9076,4822,4254,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,507.4151355177382,0,69277.1084337349
3,90,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,65.0,67,0,57,8,26,3,1,1,1,6,0,9,18,4,49,6,7,13,2,4,1756,326,17,184,66,107,793,3249,718,314,398,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,312.47278384800944,0,32615.3846153846
24,24,3.0,0,2,0.0,0.0,0,0.0,2,0.0,3,99.0,1,0,36,19,39,6,0,0,4,7,0,24,52,9,12,3,13,1,186,6,1756,326,17,184,66,107,793,3249,3348,1710,1638,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,346.5084527649055,1,103030.303030303
10,300,0.0,0,1,0.0,0.0,0,0.0,1,0.0,2,70.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,194.9293673310208,0,10542.8571428571
2,60,0.0,0,3,0.0,0.0,0,0.0,1,0.0,3,136.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.070595687128,0,94863.6617647059
9,9,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,80.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,459.1534964555528,0,10495.65
55,55,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,91.0,1,0,36,19,39,6,0,0,4,7,0,24,52,9,12,3,13,1,186,6,1756,326,17,184,66,107,793,3249,3348,1710,1638,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,356.7031487108893,0,75494.5054945055
3,90,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,90.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,448.45955431216953,0,31555.5555555556
35,35,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,87.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,459.0003242371344,0,57551.1724137931
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,81.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,633.9445128654907,0,63405.1851851852
7,7,0.0,0,2,0.0,0.0,0,0.0,2,0.0,2,163.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,747.5302472070937,0,60956.9447852761
7,7,0.0,0,2,0.0,0.0,0,0.0,2,0.0,3,111.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7483397258183,0,57891.8918918919
7,7,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,78.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7483397258183,0,52564.1025641026
3,90,6.0,0,2,0.0,0.0,0,0.0,2,0.0,3,121.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,290.2827690828135,0,71900.826446281
24,24,1.0,0,1,0.0,0.0,0,0.0,1,0.0,1,43.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,279.0490480341273,1,79750.0
2,60,0.0,0,3,0.0,0.0,0,0.0,1,0.0,2,125.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7585261846788,0,58800.0
10,300,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,63.0,2,0,73,29,100,4,0,0,38,2,0,94,33,2,12,3,15,8,21,1,1756,326,17,184,66,107,793,3249,17274,9158,8116,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,220.850136294287,0,60634.9206349206
7,7,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,74.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7483397258183,0,57159.8243243243
2,60,0.0,0,3,0.0,0.0,0,0.0,1,0.0,3,161.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.070595687128,0,62413.0434782609
3,90,0.0,0,2,0.0,0.0,0,0.0,1,0.0,3,70.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,694.892029270316,0,12885.7142857143
2,60,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,38.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.070595687128,0,108486.842105263
2,730,0.0,0,2,1.0,4.0,0,2.0,2,1.0,2,143.0,0,0,61,5,54,3,0,1,10,2,0,29,43,11,4,13,8,6,23,1,1756,326,17,184,66,107,793,3249,3104,1504,1598,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,703.5991352304985,0,89510.4895104895
7,7,0.0,0,1,0.0,0.0,0,0.0,1,0.0,1,48.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,134.28759965355897,0,68886.1041666667
4,4,2.0,0,1,0.0,0.0,0,0.0,1,0.0,1,41.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,547.4904729916728,0,82500.0
48,48,2.0,0,2,0.0,0.0,0,0.0,2,0.0,2,100.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,877.4365077144828,1,80263.6
11,330,5.0,0,2,0.0,0.0,0,0.0,2,0.0,3,109.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,718.1812125575256,0,72777.3394495413
48,48,2.0,0,2,0.0,0.0,0,0.0,2,0.0,2,86.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,877.4365077144828,1,67976.511627907
7,7,0.0,0,3,0.0,0.0,0,0.0,2,0.0,2,107.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7483397258183,0,65794.3925233645
48,48,2.0,0,2,0.0,0.0,0,0.0,1,0.0,2,78.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,877.4365077144828,1,60392.3076923077
7,7,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,86.0,2,0,113,20,93,4,0,0,23,8,0,62,82,14,30,23,35,8,43,7,1756,326,17,184,66,107,793,3249,4740,2342,2386,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,221.24323998186955,0,57133.7209302326
7,7,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,104.0,1,0,91,19,74,13,1,0,8,9,0,61,63,12,21,12,23,3,8,9,1756,326,17,184,66,107,793,3249,8418,4238,4180,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,921.975370728722,0,51442.3076923077
22,22,2.0,0,1,0.0,0.0,0,0.0,1,0.0,1,51.0,1,0,36,19,39,6,0,0,4,7,0,24,52,9,12,3,13,1,186,6,1756,326,17,184,66,107,793,3249,3348,1710,1638,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,347.45074996648697,0,64117.6470588235
2,60,5.0,0,2,0.0,0.0,0,0.0,1,0.0,3,150.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,360.3800895241835,0,39333.3333333333
10,300,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,76.0,2,0,73,29,100,4,0,0,38,2,0,94,33,2,12,3,15,8,21,1,1756,326,17,184,66,107,793,3249,17274,9158,8116,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,104.9837547666726,0,60526.3157894737
2,60,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,141.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,330.1870574481794,0,53191.4893617021
24,24,3.0,0,2,0.0,0.0,0,0.0,2,0.0,3,111.0,1,0,36,19,39,6,0,0,4,7,0,24,52,9,12,3,13,1,186,6,1756,326,17,184,66,107,793,3249,3348,1710,1638,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,346.5084527649055,1,87117.1171171171
2,60,6.0,0,3,0.0,0.0,0,0.0,2,0.0,3,108.0,1,0,135,18,98,7,0,0,13,4,0,55,57,12,18,12,11,3,230,1,1756,326,17,184,66,107,793,3249,5522,2632,2888,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,688.8104543031119,0,71435.1851851852
10,300,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,68.0,2,0,51,9,170,7,0,0,19,0,0,43,26,8,5,3,8,0,11,4,1756,326,17,184,66,107,793,3249,3560,1850,1710,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,735.6376434591465,0,19121.4558823529
35,35,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,97.0,1,0,107,23,120,7,0,0,25,2,0,79,79,17,29,13,21,11,575,5,1756,326,17,184,66,107,793,3249,6618,3519,3098,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,633.9445128654907,0,64220.412371134
39,39,0.0,0,2,1.0,1.0,2000,0.0,1,0.0,3,84.0,1,0,36,19,39,6,0,0,4,7,0,24,52,9,12,3,13,1,186,6,1756,326,17,184,66,107,793,3249,3348,1710,1638,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,534.0331010656125,0,48345.2380952381
40,40,4.0,0,2,0.0,0.0,0,0.0,2,0.0,2,122.0,3,0,95,31,167,2,1,0,15,3,0,72,81,14,26,16,15,7,135,8,1756,326,17,184,66,107,793,3249,9076,4822,4254,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,358.31401975014154,0,62468.893442623
1,365,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,93.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,365.4638050902496,0,61000.0
11,330,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,215.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,528.6269972288711,0,60000.0
2,60,0.0,0,2,0.0,0.0,0,0.0,1,0.0,2,62.0,6,0,95,23,96,3,0,0,14,6,0,44,58,29,27,7,16,18,25,1,1756,326,17,184,66,107,793,3249,5402,2699,2693,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,422.070595687128,0,69016.1290322581
1,365,5.0,0,2,0.0,0.0,0,0.0,2,0.0,2,93.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,365.4638050902496,0,88086.0215053763
4,120,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,81.0,0,0,40,8,69,16,0,0,19,6,0,75,82,8,7,7,20,5,94,5,1756,326,17,184,66,107,793,3249,7012,3584,3428,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,377.7483397258183,0,67941.7283950617
2,60,4.0,0,2,0.0,0.0,0,0.0,1,0.0,2,75.0,2,0,38,10,49,5,0,0,14,3,0,38,8,2,4,2,2,1,13,1,1756,326,17,184,66,107,793,3249,6476,3246,3230,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,775.844097854008,0,58253.3333333333
10,300,0.0,0,1,0.0,0.0,0,0.0,1,0.0,2,70.0,0,0,123,29,119,4,0,0,27,6,0,66,104,17,17,14,20,7,187,12,1756,326,17,184,66,107,793,3249,12614,6558,6056,0.9,6.2,13.4,28.2,0.1,0.2,0.1,0.1,0.0,16.3,4.1,-1.24105,106.015,194.8845409818103,0,20142.8571428571
